"Number","Message","tt","cfmax","sfcf","cwh","cfr","fc","lp","beta","k0","k1","k2","uzl","perc","maxbas","R2V"
"410730","Change in solution over [tolsteps] less than specified tolerance (reltol).","-0.407452081117711","3.51433888939036","0.400009657624539","0.178670846082694","0.064311202321034","549.998322173575","0.649645017904555","2.15895732223371","0.459938349945935","0.174242930239822","0.0669485157488187","33.5573275390004","2.99895191400205","1.80625934229704","0.825953182851884"
"410731","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.71022978465615","6.98371154547637","0.400817506330301","0.112358924066595","0.0295839311512546","549.946677873791","0.585587388289294","3.43419025718634","0.318707923378386","0.399999300262873","0.149964653999859","78.7490146532033","1.10096529081069","1.69415111166945","0.540048601170585"
"410734","Change in solution over [tolsteps] less than specified tolerance (reltol).","-0.0792256758032144","9.99940743252751","0.634517319678573","0.0876621220216016","0.0854164860234461","462.351488031363","0.460027584218391","2.14780031815739","0.347729716877189","0.399999998249612","0.118638396134585","10.0000223843458","0.590292558112512","2.07936301846539","0.692739906191162"
"212209","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.27448774132859","9.99996702333827","0.974786244475072","0.000408611975368383","0.0263470579310397","330.773271400798","0.72288579592072","1.00941616526939","0.499891288408721","0.08126989674393","0.0450402971476954","56.984608785766","0.874800135939883","1.01110799255231","0.699079774924126"
"215207","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.52490981133301","6.69542138593016","0.999551668725102","0.186540061784628","0.0532041511193805","180.11277668958","0.961472506712253","5.6365989970392","0.499977247219482","0.363140014708609","0.00770296146595883","19.3391023355999","1.13268975431923","2.49659310225428","0.84161217074144"
"216002","Change in solution over [tolsteps] less than specified tolerance (reltol).","-0.337640282071897","9.99983420675399","0.962330440276601","0.19590485419201","0.0111705824282719","129.53276058312","0.909664284927546","5.09923107451337","0.499988790867957","0.39999842030156","0.0203924844123921","19.3862632624503","1.44420739273288","2.18269447139142","0.672530905849984"
"218001","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.72251749117468","1.00053401584373","0.673957202599754","0.029566344248345","0.0430312785829916","138.693933936201","0.999998112807842","4.47464236161714","0.358071335045508","0.227107167664824","0.0249783323139356","39.1235212721699","2.99670653199048","1.00069988145896","0.848144991307403"
"219001","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.04279789170608","1.00118150819079","0.701487284896955","0.101874098348089","0.0268803033078011","65.4120136082268","0.817646707768033","2.64855341984105","0.498604326555527","0.155906493150854","0.0167184517807225","41.4243711181851","2.99900473751633","1.00002992373128","0.715208794912869"
"410061","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.91147527448054","4.86073702157777","0.759937400156141","0.0789922618100225","0.0836368323804481","514.486486302704","0.558371032577897","2.05419573849868","0.499991890427921","0.210179191116369","0.00270379075862051","18.6314204756623","1.47882904945112","1.0752177982139","0.744044877812457"
"412066","Change in solution over [tolsteps] less than specified tolerance (reltol).","0.499997910226688","6.35850524784455","0.999999087127116","0.0279938832803237","0.00179001303770406","266.678537924749","0.79816918162656","4.85139144933648","0.499999999700583","0.395011093482966","0.0713570345299898","10.0000001433309","0.303429004347397","2.24845464916068","0.8038937061166"
"416003","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.64580310484086","9.99998233705671","0.441567120392116","0.0350315710089589","0.00290587370784169","182.796498309906","0.945424549040949","5.99999280730418","0.49889494611148","0.395970113688612","0.0309252124507844","12.8786712074082","7.92759407795752e-06","1.86365938386038","0.760908489692882"
"318076","Change in solution over [tolsteps] less than specified tolerance (reltol).","0.0874323648085151","7.33896851115919","0.46334524531827","0.0450440430547841","0.0932393464698321","549.999998424805","0.300022664694008","1.30334254807137","0.394993722106065","0.251426461877754","0.0938455846710975","20.9283435493791","2.99979242762938","2.3419323394935","0.793695737360303"
"304499","Change in solution over [tolsteps] less than specified tolerance (reltol).","0.0532308770657859","8.04356857494342","0.999998799536552","0.0991576443280794","0.0876321426237608","405.232385276009","0.566751414176282","1.00007157279833","0.493353860906018","0.266021419587698","0.139359804766057","29.7010649409963","2.95989331326364","2.37161849914159","0.822822547567986"
"302214","Change in solution over [tolsteps] less than specified tolerance (reltol).","-0.878251199446169","3.26154818848756","0.423502128376852","0.13221019524504","0.0598174696057609","68.4059211615805","0.300141778950454","2.23858748510377","0.499999748312248","0.399936989306409","0.102408703137962","14.24645050267","2.99997273430233","1.98122317377348","0.652660686771952"
"305202","Change in solution over [tolsteps] less than specified tolerance (reltol).","0.348550137747363","9.98072607398842","0.400000561202401","0.184643254372339","0.0112375221705415","82.8597708539818","0.696572188642003","5.99997206570331","0.499999356850599","0.353395544679501","0.00100515813478483","22.0569901981474","2.49014519783308","1.54996936340224","0.596106512024688"
"314207","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.99958965907584","3.79835518572676","0.869970209061059","0.0581100627669616","0.0553673117479818","545.527731419377","0.431289495684607","1.00023551154388","0.437261004137101","0.281726013375028","0.14988772900258","26.1523177051363","2.99970591473892","2.00504733735476","0.819531637061775"
"314213","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.37086875599186","3.11061929398441","0.639368367574073","6.70871827183767e-05","0.0229423231543108","312.371731511425","0.646707907113593","1.60192483886534","0.499977244656647","0.359038077737727","0.140279943360178","10.0004545971037","1.92330307210758","2.45021322978255","0.833180449818718"
"221207","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.85768135126543","1.00139975659593","0.999999622622814","0.0636061800775604","4.45507570771141e-06","519.516050832787","0.523723289156248","1.42078980177349","0.414539843533843","0.118917829285154","0.0320834724449144","22.897112401696","1.35340269346777","1.26867680524974","0.747653020224976"
"221210","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.99979818476607","1.02040844022679","0.400008047171971","0.123762110508039","0.000289387785027401","322.339132345352","0.368428551148813","1.85876034603655","0.437879972213445","0.393476103081794","0.149997787084279","10.2423828786492","0.321883028533777","2.04553550648164","0.57922733233739"
"222206","Change in solution over [tolsteps] less than specified tolerance (reltol).","-0.798828330437568","8.96907320557662","0.674106714098631","1.26630700164505e-05","0.0301382131482142","296.807936679435","0.351440888326846","3.46688628111175","0.442877388471512","0.157600724839932","0.00100006485281736","27.2872360323763","1.36834803092707","1.91646536849163","0.69013083570438"
"222213","Change in solution over [tolsteps] less than specified tolerance (reltol).","-0.376035163458126","4.66742537378243","0.913356613091905","0.19983109425992","0.0201694041623527","549.999975622814","0.300086654958822","2.2527039732089","0.050006151094974","0.287388749698581","0.120832140258477","90.0033072715787","2.5553836361553","2.18564679507685","0.521225086772117"
"223202","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.99999812076835","4.71378397709828","0.747728409895747","0.0967026262071017","0.0546599235193249","438.819160173205","0.670461455322687","4.76869258151279","0.467958334465236","0.399999903613538","0.00100013299939744","53.2156003419344","1.94272005550417","2.00831548483714","0.462904954074317"
"224206","Change in solution over [tolsteps] less than specified tolerance (reltol).","-0.962839047338326","9.99992413036587","0.970237012448505","0.199978901356394","0.0491974303826863","494.286165818086","0.300000595121532","1.38369458451137","0.417179468308461","0.217266761555892","0.138149126284227","15.6369311665716","2.6505451088295","2.38820474464416","0.72083226702276"
"225110A","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.48167537368841","1.00224430763284","0.598711059165444","0.17081629429313","0.0540953051884228","374.809044505872","0.681396815994048","5.8671497889341","0.417616245365076","0.13725686012365","0.00100349457168622","33.4384468462557","1.99730427626803","2.26192247501545","0.668315002530443"
"225219","Change in solution over [tolsteps] less than specified tolerance (reltol).","-0.101263737036649","2.83982480812385","0.537538429347782","0.199926217238082","0.0680922134749335","321.013510045228","0.661325735727808","2.34415489567674","0.294354587222049","0.213371951420644","0.0899942618587715","14.2493493696768","2.92488920933635","1.91571859490901","0.74489757555415"
"226220","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.99999994324792","8.82556369645705","0.999999979564131","0.0175769428344405","5.5541461527039e-12","549.511311467424","0.333549128840809","4.40243670615037","0.342955152965395","0.067105485567718","0.00100000055565152","99.861378841702","2.96477709721389","1.53778426128267","0.351660201264973"
"226222","Change in solution over [tolsteps] less than specified tolerance (reltol).","-0.617347718277393","4.04954428323659","0.829993803600655","0.192572938804553","0.0258858072303695","549.821202477415","0.300028301590478","1.50991575948434","0.197099000591943","0.081642036016475","0.00262548752957392","91.7289985646663","2.93498522283882","1.07530598870477","0.54400044264769"
"226407","Change in solution over [tolsteps] less than specified tolerance (reltol).","-0.264026262207801","9.99028294258333","0.400006922175926","0.0986160399671624","0.0995966816553997","288.824224605694","0.896992283708376","3.08526649340068","0.488241692793874","0.212667040226444","0.124978944730013","12.4912332588221","1.07609714835285","1.79611238867011","0.598857237902693"
"227226","Change in solution over [tolsteps] less than specified tolerance (reltol).","0.499809982484366","6.14866028345745","0.475326189485516","0.121877545759367","0.00923984131436605","220.278604058079","0.838714530093118","4.98887502528021","0.499999926865922","0.326154102871979","0.00100002894821515","18.1883729518465","1.05483624815841","1.7686432752564","0.66568056713588"
"229661A","Change in solution over [tolsteps] less than specified tolerance (reltol).","-0.855132225904107","4.69176053655348","0.417282730687696","0.0133659461276741","0.0981177456808685","547.595347449331","0.300000129896898","3.36366849477345","0.0881585938442768","0.0922482144178639","0.00113670166058607","37.6262693803517","0.998837057209424","3.22438171235607","0.750952682814311"
"230210","Change in solution over [tolsteps] less than specified tolerance (reltol).","-0.583719594432391","2.50289961477272","0.745352006961899","0.00234253310625359","0.0189820837712528","423.910728541662","0.414868000936188","5.99999951859721","0.499999993199895","0.218044703704152","0.00100000072728673","10.0000596048263","0.0988472107438605","1.39197563592795","0.441123152280913"
"231213","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.71398508969934","7.10068261162912","0.654881407498457","0.188522063703665","0.0999999457375957","548.294742010178","0.759353210228502","5.99999903281713","0.499713665501987","0.358914930646334","0.121907660746938","10.000107352304","0.810668134250685","1.73863460960483","0.663381721357484"
"235205","Change in solution over [tolsteps] less than specified tolerance (reltol).","-0.159546020341774","4.97963982995515","0.476408243924548","0.140422261862041","0.00806283816387319","365.325783566567","0.829262228937596","2.19485916414014","0.499999999506241","0.195311767246741","0.0680624677823352","60.87593470153","2.9999957354851","1.07520505488245","0.78077727082356"
"236213","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.31043112295603","6.64262900550373","0.654252401596754","0.0771897214836175","1.09703357841476e-07","411.064734495111","0.922325419300891","5.9978546140725","0.499991281304106","0.399827012525443","0.0543260658417149","10.0000004760659","0.0789422444104962","2.68210974399575","0.693400046573477"
"238208","Change in solution over [tolsteps] less than specified tolerance (reltol).","-0.398508246023441","5.50231508931084","0.561023670704386","7.36064308121091e-09","4.98768544135108e-05","549.627556787672","0.99933714538988","4.81130571504911","0.499999972257644","0.226748467199255","0.00101047391147389","19.9520063194625","1.0634965554543","1.37571554312672","0.618808396158355"
"401203","Change in solution over [tolsteps] less than specified tolerance (reltol).","-0.751150502774145","4.11629543464364","0.400000129185343","0.109364883782964","0.048226809234917","535.399593305579","0.384361146621572","3.03280994624698","0.116530456305684","0.112764860900594","0.00100000002706801","61.0036292244853","1.98286143470729","1.61190833356566","0.528355998702817"
"401208","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.12062090893745","9.9999497383964","0.71404071855112","0.199999991764624","0.0958687197799098","546.536091046206","0.393102247506107","2.10121977386177","0.499944123148732","0.192381238815991","0.00182756160600303","42.1787242617558","1.83226457121769","1.02732409228245","0.660208459472272"
"401210","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.57490702110865","9.61830344029084","0.658957287212848","0.0593308109724619","0.0482108436437101","545.317604114072","0.639683395540567","3.19783631935673","0.313511305996092","0.0878449709271278","0.00388574547051483","70.4121730182813","1.54508677862436","1.71046807707207","0.836520153735443"
"401212","Change in solution over [tolsteps] less than specified tolerance (reltol).","-0.331706791218732","3.62559151798196","0.457506606317694","0.128672179359607","0.0882270525823374","338.642034092342","0.820762061263269","2.70316612641756","0.174964625381862","0.0722351277965169","0.00813956671477547","50.3191765029555","0.884471976151758","2.0222380375656","0.837122901239081"
"401216","Change in solution over [tolsteps] less than specified tolerance (reltol).","0.45279095473276","7.92403495621912","0.536474110882112","0.0883318414608581","0.0845377427260925","546.35764057704","0.300000233291658","1.64816808027971","0.191702384046284","0.0828431184981009","0.00100010978774163","76.2730101946809","1.45139660143449","1.00000244100022","0.707976227113765"
"401217","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.58409139335126","9.97511789770701","0.647883196033298","0.159367037577822","0.0481225389389675","422.956696451581","0.626876292437552","4.39411688525343","0.250513470004811","0.0925066523262679","0.00100000293170619","53.9744479575753","1.11261863884638","2.05004424107047","0.775972435165151"
"402204","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.54613838346889","1.00001196303847","0.561895285058317","0.199970675874897","0.0226933001514897","549.999996487961","0.404569960967456","2.40206467951439","0.0950746190034114","0.291597272857388","0.00104805897343749","99.9999579036318","1.2623745167319","1.07520483332954","0.669899134286323"
"402206","Change in solution over [tolsteps] less than specified tolerance (reltol).","-0.0403680307143906","1.05081378822879","0.427873613826595","0.00100104283339966","0.0393739997358841","549.999954862616","0.428392651536886","4.32795480676245","0.0725429446213971","0.0704977852063536","0.0014414906403157","52.2785511404899","1.67104269033398","1.22420696145435","0.766198587191383"
"402213","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.39735572941958","2.05176322069898","0.5493434075625","0.139348633594836","0.0888043850894938","549.997021709178","0.300000070864077","2.25390094395137","0.358492996984599","0.290676238247654","0.120070062267587","14.1239421486565","1.92254296140565","1.31586253030262","0.678266721259825"
"403214","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.34384820676766","1.00006793788067","0.417616634752018","9.45417449313419e-06","0.0409904276048484","549.085476307562","0.41594885036694","4.05653379083902","0.0988306829306616","0.127787071579994","0.00100173628727656","53.2553919271042","1.71040056175439","1.00104997400711","0.606238249835779"
"403217","Change in solution over [tolsteps] less than specified tolerance (reltol).","-0.636942995864759","9.45266573075475","0.667899540102553","0.111121112592098","0.0619059029202096","438.554418806648","0.637013904169789","4.2565149699557","0.378417914330482","0.146342198948387","0.00100006320332408","59.1272202904471","1.32118238889803","1.73814836996775","0.798232282800183"
"403221","Change in solution over [tolsteps] less than specified tolerance (reltol).","-0.927897666013411","5.93391001489115","0.611743828900499","0.129314055858505","0.0610562218363964","514.113194264453","0.677620807496122","2.71610044738815","0.499998072251521","0.308545296516525","0.12455350128296","10.000002396738","1.43880993092142","1.78991516616288","0.745014273919845"
"403222","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.34204318142662","5.68835127270832","0.869373851633939","0.0403746237621156","0.0270479246466578","529.36965709172","0.590769280389519","2.7823253436068","0.238654744244216","0.159485214163432","0.137120238219492","45.2586772598188","1.60906804572104","2.06564993514815","0.814175314905558"
"403226","Change in solution over [tolsteps] less than specified tolerance (reltol).","-0.00189357568167861","5.57023557579169","0.400010183893499","0.125310099450245","0.0824780132185349","504.157459182868","0.502879588063239","2.41785686563465","0.46952016451727","0.184702994097492","0.115115635085519","21.4090694147098","1.62816767472403","1.56573874019739","0.844643569391281"
"403232","Change in solution over [tolsteps] less than specified tolerance (reltol).","-0.647530593772088","9.0474023640825","0.999202045632732","0.0572255310533089","0.00914893001724184","549.24502496273","0.394193993961723","3.57728627583072","0.360309097321078","0.120121880416126","0.00100030029500555","65.0851802027975","1.67967143677782","2.26150078685544","0.775103458123102"
"404207","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.75154149694192","8.17920797677689","0.966888405348802","0.000315013618130176","0.0541348970918282","549.700908897569","0.671453035870175","3.88016998770769","0.499998823726345","0.37019871173669","0.149991803754883","14.9213250033713","2.13178750612521","1.92390738213405","0.786960534409066"
"405205","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.4523453461776","6.31873107862542","0.753378531666271","0.164635046411597","0.0696736223564156","549.999103198508","0.554169898751695","1.49710436793613","0.0585114440837213","0.06788439333818","0.00351871448100909","60.1488653740741","1.95814013667411","1.22406000661233","0.667470754095845"
"405209","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.73781162122487","9.99711563957825","0.848412426757556","0.0136384174084333","0.0296889368760759","549.995207794849","0.66214775521744","1.89540032424163","0.499999341364308","0.142494710227707","0.0649634588484093","67.9654025808457","2.99999981679323","1.68420001005814","0.817619323236283"
"405215","Change in solution over [tolsteps] less than specified tolerance (reltol).","-0.467182190643315","6.00237839924789","0.56381622667186","0.119341913002014","0.0474595892631641","247.376232827747","0.820984836519394","2.47156884018062","0.233671838904608","0.152966111049855","0.0677355386854095","27.9633558277468","2.16393674298633","2.16752309755776","0.862745666475585"
"405217","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.04307980437033","8.45997482612836","0.472005721616854","0.141595097566794","0.0163925623570728","447.639108070514","0.804569094494992","3.71929631366912","0.217116941026731","0.326407367061105","0.117805842664185","11.4270036590603","2.9999900383236","2.01008280128573","0.76765797185158"
"405218","Change in solution over [tolsteps] less than specified tolerance (reltol).","-0.935508128601682","4.80897988629928","0.403609993549361","0.150521588264813","0.0399529121750991","178.449605021401","0.999999078954017","2.49222816853268","0.331368255083385","0.140703314905491","0.0643088168789022","23.1892121618347","1.92243808382571","2.47397075140083","0.822098356643332"
"405219","Change in solution over [tolsteps] less than specified tolerance (reltol).","-0.39808540418617","4.08700437314304","0.911711451845394","0.0656081882253186","0.0385064058402124","312.212596077486","0.986117326600522","5.21626833601112","0.323787643806124","0.140872511101629","0.0904747406079545","24.2940973290532","2.99993378145236","2.87236394933628","0.892392804068156"
"405226","Change in solution over [tolsteps] less than specified tolerance (reltol).","-0.646772978906971","3.65547400008555","0.826160191225201","0.102854835752057","0.0651661438187116","274.627962109554","0.772791321310822","4.9401962918491","0.0899418605210842","0.399999999652952","0.108731877111809","62.5604239532514","1.21949279115689e-05","4.41516935802111","0.739750390063527"
"405227","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.84966448712451","1.00091762629251","0.425219752582697","0.0321463098088497","0.0745652267296166","415.666270631018","0.75999724593628","4.35258759361094","0.464263958653391","0.122812738753765","0.00100000049861577","66.5155098256671","1.06764777822329","2.16810660010416","0.838046059858576"
"405238","Change in solution over [tolsteps] less than specified tolerance (reltol).","0.499943370901707","8.93570536567069","0.52395934575265","0.130398428527754","0.0984186389416794","317.850506785715","0.818563083017053","4.85197513800155","0.420908146927902","0.399956172753357","0.00219384368807929","10.0001157732288","0.0681133814820049","1.62821552189763","0.755685114732438"
"405245","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.30579683206331","4.28624172203926","0.653045894094676","0.0807799018601799","0.0999991914984668","414.727779201097","0.759362759299007","5.1313764208811","0.257953358130497","0.398560063506635","0.149996591951319","10.0000161914159","0.00743705256653227","1.00000014728725","0.562595907131029"
"405248","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.32466945407347","9.99999763504398","0.540169213505822","0.0939170361272851","0.0969375061305536","341.227250552478","0.856412078964998","5.60791979351592","0.194259365563038","0.399999998900259","0.0309153318573039","75.2189144309284","9.00343738982416e-05","1.92819436029441","0.477359298603471"
"405251","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.74206290694774","7.71330987342048","0.566544572068602","0.146592626842403","0.0740309797891991","549.574553759033","0.490903013832945","3.03077363583901","0.499982074021118","0.325901516488145","0.00100000605756603","13.1508391197205","1.58721427232415","1.34210639650752","0.708198751048442"
"405264","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.99999583526978","5.34659835626308","0.449645619638834","0.00773675991620818","0.0645249188337968","441.753300628127","0.553803577797088","2.81581963014486","0.395958112323341","0.104045995615214","0.00100011348218342","85.0258785791889","1.09586958959975","2.26136311373162","0.827872290600108"
"405274","Change in solution over [tolsteps] less than specified tolerance (reltol).","-0.727663275846951","1.00003001852036","0.860650344793295","4.49287758665648e-06","0.0936874216606437","276.060216943266","0.789730755632681","3.8657570321592","0.493171982569886","0.399986638660366","0.0258198568108391","10.0000000196771","0.31605338264468","1.33369590141518","0.730751259489548"
"406208","Change in solution over [tolsteps] less than specified tolerance (reltol).","-0.906790319806944","5.67731958370147","0.631407678163316","0.050161332300377","0.0691071724843557","549.999992207774","0.750869360507967","5.99999993344428","0.499999974508802","0.329263946010263","0.00100000481234173","10.0031948776683","0.253035086569213","1.68263748004095","0.673863852746062"
"406213","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.99999981373493","9.99999955297117","0.409868277335864","0.164049681504714","0.099999424026906","399.060441640243","0.909263087755025","5.16163419480492","0.398202437809468","0.399651152046372","0.065461545902656","10.231493795202","0.00108756933432519","2.08337659126745","0.782076005371056"
"406214","Change in solution over [tolsteps] less than specified tolerance (reltol).","-0.910817769875665","4.88325545479821","0.999838806711968","0.0829676989206612","0.00205876639971385","366.541569210744","0.989450855667276","4.99005152741554","0.232089268358225","0.399999998565722","0.149893852397465","99.999455379835","0.000122467728500569","1.22420392301108","0.536923030318518"
"407214","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.32337165284198","7.08985552462502","0.721909674212094","0.183359294298896","0.027102322298686","355.399804880627","0.999999999702406","5.98207884909245","0.493706570866202","0.399999978035192","0.145002490096759","10.000000000502","0.863729445921603","1.95351664956014","0.751138979783924"
"407215","Change in solution over [tolsteps] less than specified tolerance (reltol).","-0.703144815840123","2.79462614854074","0.521140656958956","0.0284759403014767","0.0116371551234164","432.696507522375","0.999999320444616","5.99999907505039","0.499999700671215","0.399744357306697","0.100139220913448","10.0038583659694","0.00148019254891927","2.15981431748103","0.743533747890165"
"407230","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.16126835110218","4.586958115176","0.696624044984567","0.11289980748965","0.0563606375304581","331.731299591135","0.999999369162085","5.99921225513953","0.499999412537821","0.39999198327046","0.0348328371507729","10.0000012763548","0.509146012867289","1.91778615489497","0.654059161623544"
"407253","Change in solution over [tolsteps] less than specified tolerance (reltol).","-1.99999105320269","9.92845465745418","0.400000003903218","0.159013420816424","4.8896231650238e-05","64.7680323213348","0.424065245078639","5.99663696272773","0.270709093794531","0.38866608634217","0.00100205086715507","17.0498330010358","2.87858308798943","3.26832577620713","0.664639028109323"
"408202","Change in solution over [tolsteps] less than specified tolerance (reltol).","-0.473975450023898","4.00365314941919","0.953862573690521","0.199621424952544","0.0198993966080247","287.690024104674","0.934448988130876","5.99999889355615","0.412157453577427","0.275615830562075","0.0353964150473337","10.0000057444501","0.00441157068701506","1.10008919176407","0.604127848895841"
"415207","Change in solution over [tolsteps] less than specified tolerance (reltol).","-0.477140031784616","6.96586568761193","0.440947106147362","0.127679156184802","0.0999999580924958","352.618639206017","0.996141080776844","5.99999409208998","0.499994818936171","0.396342668847555","0.148389951388645","10.0000006329808","0.899417017552296","2.17804159695607","0.632479167683352"
"415237","Change in solution over [tolsteps] less than specified tolerance (reltol).","-0.919750476602654","1.00000855254707","0.96105681881825","0.0392069404500788","0.0999600349143046","100.775541060979","0.300000000204579","5.4709585111173","0.296172910725623","0.399998962166778","0.0011223944308434","69.2637400065204","1.86481186820733","1.22418461509872","0.546638525553459"
